school_name_std,address,city,zip,county,FedCong,included_in_program,registered,n_incidents,had_incident,n_disp_return,perc_disp_return
21st century primary center,240 S Orchard Dr,Park Forest,60466 2045,Cook,02,1,1,0,0,NA,NA
a b shepard high sch campus,13049 S Ridgeland Ave,Palos Heights,60463 2625,Cook,06,1,1,0,0,NA,NA
a f ames elem school,86 Southcote Rd,Riverside,60546 1633,Cook,04,1,1,3,1,3,1
a j katzenmaier academy,1829 Kennedy Dr,North Chicago,60064 2335,Lake,10,1,1,0,0,NA,NA
a o marshall elem school,319 Harwood St,Joliet,60432 2716,Will,14,1,NA,0,0,NA,NA
a vito martinez middle school,590 Belmont Dr,Romeoville,60446 1400,Will,14,1,1,0,0,NA,NA
a c central elementary school,191 S Bluff St,Chandlerville,62627 9128,Cass,15,1,NA,0,0,NA,NA
a c central high school,601 W Buchanan St,Ashland,62612 0260,Cass,15,1,NA,0,0,NA,NA
a c central middle school,601 W Buchanan St,Ashland,62612 0260,Cass,15,1,NA,0,0,NA,NA
a e r o therapeutic center,5400 W 77th St,Burbank,60459,Cook,04,1,1,0,0,NA,NA
a n c h o r academy,12015 Maple Ave,Blue Island,60406 1023,Cook,01,1,NA,0,0,NA,NA
abbott middle school,949 Van St,Elgin,60123 6131,Kane,08,1,NA,0,0,NA,NA
abe lincoln elem school,3545 S 61st Ave,Cicero,60804 4145,Cook,04,1,1,1,1,0,0
abingdon avon high sch,600 W Martin St,Abingdon,61410 1402,Knox,17,1,1,0,0,NA,NA
abingdon avon middle sch,320 E Woods St,Avon,61415 9423,Knox,17,1,1,0,0,NA,NA
able adaptive behavioral learning environment program,300 W 154th Street,South Holland,60473,NA,NA,1,1,0,0,NA,NA
able program,300 W 154Th St,South Holland,60473,Cook,02,1,NA,0,0,NA,NA
abraham lincoln elem school,1111 S Grove Ave,Oak Park,60304 1908,Cook,07,1,NA,0,0,NA,NA
abraham lincoln elem school,380 Greenfield Ave,Glen Ellyn,60137 5310,Dupage,06,1,NA,0,0,NA,NA
abraham lincoln elem school,820 Royal Heights Rd,Belleville,62226 5704,Saint Clair,13,1,1,0,0,NA,NA
abraham lincoln middle school,1500 Charles St,Rockford,61104 2310,Winnebago,17,1,NA,0,0,NA,NA
academic behaviorandcommunity acad,1416 Maine St,Quincy,62301 4261,N/A,NA,0,NA,0,0,NA,NA
academy for global citizenship,4942 W 44Th St,Chicago,60638 1900,Cook,04,1,1,0,0,NA,NA
academy for learning,306 E 144Th St,Dolton,60419 1119,Cook,02,1,1,0,0,NA,NA
academy for lifelong learning all,410 Ashland Ave,Chicago Heights,60411 1665,Cook,02,0,NA,0,0,NA,NA
acdc penniman,300 Annunciation Ct,Cahokia,62206 2276,Saint Clair,13,0,NA,0,0,NA,NA
ace amandla charter school,6820 S Washtenaw Ave,Chicago,60629 1826,Cook,NA,1,NA,0,0,NA,NA
acero chtr sch network bartolome de las casas elem sch,1641 W 16th St,Chicago,60608 2039,Cook,04,1,1,0,0,NA,NA
acero chtr sch network brighton park elem school,4420 S Fairfield Ave,Chicago,60632 1937,Cook,04,1,1,0,0,NA,NA
acero chtr sch network carlos fuentes elem school,2845 W Barry Ave,Chicago,60618 7015,Cook,03,1,1,1,1,1,1
acero chtr sch network esmeralda santiago elem sch,2510 W Cortez St,Chicago,60622 3422,Cook,03,1,1,1,1,1,1
acero chtr sch network jovita idar elem school,5050 S Homan Ave,Chicago,60632 3059,Cook,04,1,1,0,0,NA,NA
acero chtr sch network major hector p garcia md h s,4248 W 47th St,Chicago,60632 4402,Cook,04,1,1,2,1,2,1
acero chtr sch network octavio paz elem school,2651 W 23rd St,Chicago,60608 3609,Cook,04,1,1,0,0,NA,NA
acero chtr sch network officer donald j marquez elem,2916 W 47th St,Chicago,60632 1907,Cook,04,1,1,0,0,NA,NA
acero chtr sch network pfc omar e torres elem sch,4248 W 47th St,Chicago,60632 4402,Cook,04,1,1,0,0,NA,NA
acero chtr sch network rufino tamayo elem sch,5135 S California Ave,Chicago,60632 2124,Cook,04,1,1,0,0,NA,NA
acero chtr sch network spc daniel zizumbo elem sch,4248 W 47th St,Chicago,60632 4402,Cook,04,1,1,2,1,2,1
acero chtr sch network victoria soto campus,5025 S St Louis Ave,Chicago,60632 3159,Cook,04,1,1,0,0,NA,NA
acero chtr sch network sandra cisneros elem school,2744 W Pershing Rd,Chicago,60632 1631,Cook,04,1,1,0,0,NA,NA
acero chtr sch network sor juana ines de la cruz k 12,7416 N Ridge Blvd,Chicago,60645,Cook,09,1,1,0,0,NA,NA
acero chtr sch newtwork roberto clemente elem school,2050 N Natchez Ave,Chicago,60707 3420,Cook,03,1,1,0,0,NA,NA
achieve program,4670 11Th St,East Moline,61244 4428,Rock Island,17,NA,1,0,0,NA,NA
actions program,402 N Randolph St,Champaign,61820 3524,Champaign,13,0,NA,0,0,NA,NA
adam brwn cass morgn pik sctt roe,507 Vermont St,Quincy,62301 2920,N/A,NA,0,NA,0,0,NA,NA
adams co juvenile detention cntr,200 N 52nd St,Quincy,62305 9114,Adams,15,0,1,0,0,NA,NA
adams county rssp,1416 Maine St,Quincy,62301 4261,N/A,NA,0,NA,0,0,NA,NA
adams elem school,1311 Nicholson Rd,Lincoln,62656 1202,Logan,15,1,1,0,0,NA,NA
adams school,15470 Lake of Egypt Rd,Creal Springs,62922 3731,Williamson,12,1,NA,0,0,NA,NA
addams elem school,10810 S Avenue H,Chicago,60617 6726,Cook,02,1,1,1,1,1,1
addison early learning center,650 S Ardmore Ave,Addison,60101 4802,Dupage,06,1,NA,0,0,NA,NA
addison trail high school,213 N Lombard Rd,Addison,60101 1906,Dupage,03,1,1,1,1,1,1
adlai e stevenson high school,1 Stevenson Dr,Lincolnshire,60069 2824,Lake,10,1,1,0,0,NA,NA
adlai stevenson elem school,1414 Armstrong Ln,Elk Grove Village,60007 3158,Cook,08,1,1,0,0,NA,NA
adler park school,1740 N Milwaukee Ave,Libertyville,60048 1317,Lake,10,1,NA,0,0,NA,NA
adm richard e byrd elem school,265 Wellington Ave,Elk Grove Village,60007 3405,Cook,08,1,1,1,1,0,0
adolph link elem school,900 W Glenn Trl,Elk Grove Village,60007 3025,Cook,08,1,1,1,1,1,1
adult life academy,1617 Lake Land Blvd,Mattoon,61938,Coles,15,1,NA,0,0,NA,NA
adult life academy,1617 Lake Land Blvd,Mattoon,61938,Coles,15,0,NA,0,0,NA,NA
aero therapeutic center,5400 W 77th Street,Burbank,60459,NA,NA,1,1,0,0,NA,NA
air force acad high school,3630 S Wells St,Chicago,60609 1833,Cook,07,1,1,0,0,NA,NA
akin comm cons elem school,21962 Akin Blacktop,Akin,62890 1304,Franklin,12,1,1,0,0,NA,NA
alan b shepard elem school,325 N Convent St,Bourbonnais,60914 2015,Kankakee,01,1,NA,0,0,NA,NA
alan b shepard middle school,440 Grove Ave,Deerfield,60015 4219,Lake,10,1,1,1,1,1,1
albany park multicultural elem,4929 N Sawyer Ave,Chicago,60625 5008,Cook,03,1,1,0,0,NA,NA
albers elem school,206 N Broadway,Albers,62215 0104,Clinton,12,1,NA,0,0,NA,NA
albert cassens elementary,1014 Glen Crossing Rd,Glen Carbon,62034 8517,Madison,13,1,NA,0,0,NA,NA
albert einstein elem school,1100 Laurie Ln,Hanover Park,60133 2343,Cook,08,1,1,16,1,15,0.9375
albion grade school,361 W Main St,Albion,62806 1011,Edwards,12,1,NA,0,0,NA,NA
alcott college prep,2957 N Hoyne Ave,Chicago,60618 8208,Cook,05,1,1,0,0,NA,NA
alcott elem school,2625 N Orchard St,Chicago,60614 1573,Cook,05,1,1,2,1,2,1
alden hebron elem school,11915 Price Rd,Hebron,60034 9540,McHenry,10,1,1,0,0,NA,NA
alden hebron high school,9604 Illinois St,Hebron,60034 9618,McHenry,10,1,1,0,0,NA,NA
alden hebron middle school,9604 Illinois St,Hebron,60034 9618,McHenry,10,1,1,0,0,NA,NA
aldridge elem school,630 E 131st St,Chicago,60827 1309,Cook,02,1,1,0,0,NA,NA
alex m martino jr high school,731 E Joliet Hwy,New Lenox,60451 1917,Will,01,1,1,0,0,NA,NA
algonquin lakes elem sch,1401 Compton Dr,Algonquin,60102 5003,Kane,08,1,NA,0,0,NA,NA
algonquin middle school,767 E Algonquin Rd,Des Plaines,60016 6251,Cook,08,1,1,2,1,2,1
algonquin middle school,520 Longwood Dr,Algonquin,60102 3051,Kane,09,1,NA,0,0,NA,NA
algonquin primary center,170 Algonquin St,Park Forest,60466 1425,Cook,02,1,NA,0,0,NA,NA
algonquin road elem school,975 Algonquin Rd,Fox River Grove,60021 1820,McHenry,09,1,1,0,0,NA,NA
alhambra primary school,302 W Main St,Alhambra,62001 2162,Madison,15,1,NA,0,0,NA,NA
alice gustafson elem school,905 Carlisle Rd,Batavia,60510 3024,Kane,11,1,1,4,1,2,0.5
allen grade school,801 S Main St,La Moille,61330 9499,Bureau,16,1,1,3,1,3,1
allendale elementary school,101 N 3rd St,Allendale,62410 0130,Wabash,12,1,1,0,0,NA,NA
allendale school,600 W Grand Ave,Lake Villa,60046 8034,Lake,NA,1,NA,0,0,NA,NA
alop,44W625 Plato Rd # R,Burlington,60109,N/A,NA,0,NA,0,0,NA,NA
alop academic learning program,415 Lexington St,Maywood,60153 3271,N/A,NA,0,NA,0,0,NA,NA
alsp raymond benson primary itasca sd 10,132 E Pine Ave,Roselle,60172 2252,Dupage,08,0,NA,0,0,NA,NA
alsp blackhawk ms bensenville sd 2,250 S Church Rd,Bensenville,60106 2303,Dupage,03,0,NA,0,0,NA,NA
alsp dujardin elem sch bloomingdale sd 13,166 Euclid Ave,Bloomingdale,60108 1634,Dupage,08,0,NA,0,0,NA,NA
alsp f e peacock ms itasca sd 10,301 E North St,Itasca,60143 1620,Dupage,08,0,NA,0,0,NA,NA
alsp fenton chs fenton hsd 100,1000 W Green St,Bensenville,60106 2008,Dupage,03,0,NA,0,0,NA,NA
alsp lake park east hs lake park sd 108,600 Medinah Rd,Roselle,60172 2570,Dupage,08,0,NA,0,0,NA,NA
alsp medinah inter sch medinah sd 11,7N330 Medinah Rd,Medinah,60157 9672,Dupage,08,0,NA,0,0,NA,NA
alsp westfield ms bloomingdale sd 13,149 Fairfield Way,Bloomingdale,60108 1547,Dupage,08,0,NA,0,0,NA,NA
altamont grade school,407 S Edwards St,Altamont,62411 1701,Effingham,12,1,1,0,0,NA,NA
altamont high school,7 S Ewing St,Altamont,62411 1265,Effingham,12,1,1,0,0,NA,NA
alton high school,4200 Humbert Rd,Alton,62002 7117,Madison,13,1,NA,0,0,NA,NA
alton middle school,2200 College Ave,Alton,62002 4602,Madison,13,1,NA,0,0,NA,NA
alwood elem school,101 E A St,Alpha,61413 9782,Henry,16,1,NA,0,0,NA,NA
alwood middle high school,301 E 5th Ave,Woodhull,61490 9684,Henry,16,1,NA,0,0,NA,NA
alxndr jcksn pulsk prry union roe,1001 Walnut St,Murphysboro,62966 2177,N/A,NA,0,NA,0,0,NA,NA
amboy central elem school,30 E Provost St,Amboy,61310 1328,Lee,16,1,NA,0,0,NA,NA
amboy high school,11 E Hawley St,Amboy,61310 1430,Lee,16,1,NA,0,0,NA,NA
amboy jr high school,240 N Metcalf Ave,Amboy,61310 1305,Lee,16,1,NA,0,0,NA,NA
amelia v carriel jr high,451 N 7 Hills Rd,O Fallon,62269 4215,Saint Clair,12,1,1,2,1,1,0.5
american dreamer stem academy,2115 S Taylor Rd,Decatur,62521 9103,Macon,15,1,1,1,1,1,1
americana elementary school,1629 President St,Glendale Heights,60139 2017,Dupage,03,1,NA,0,0,NA,NA
amos alonzo stagg high school,8015 W 111th St,Palos Hills,60465 2203,Cook,06,1,NA,0,0,NA,NA
amundsen high school,5110 N Damen Ave,Chicago,60625 1317,Cook,09,1,1,16,1,14,0.875
andalusia elem school,112 7th Ave E,Andalusia,61232 0770,Rock Island,17,1,1,0,0,NA,NA
anderson elem school,35W071 Villa Maria Rd,Saint Charles,60174 6636,Kane,08,1,1,0,0,NA,NA
andrew cooke magnet elem school,522 Belvidere Rd,Waukegan,60085 6305,Lake,10,1,1,1,1,1,1
ann reid early childhood center,1011 S Naper Blvd,Naperville,60540 8313,Dupage,11,1,1,0,0,NA,NA
anna junior high school,301 S Green St,Anna,62906 1126,Union,12,1,1,0,0,NA,NA
anna mcdonald elem school,200 2nd St,Manhattan,60442 8104,Will,01,1,1,0,0,NA,NA
anna jonesboro high school,608 S Main St,Anna,62906 1247,Union,12,1,NA,0,0,NA,NA
annawan grade school,501 W South St,Annawan,61234 9715,Henry,16,1,1,0,0,NA,NA
annawan high school,501 W South St,Annawan,61234 9715,Henry,16,1,1,0,0,NA,NA
anne fox elem school,1035 Parkview Dr,Hanover Park,60133 2637,Cook,08,1,1,0,0,NA,NA
anne m jeans elem school,16W631 91st St,Willowbrook,60527 6126,Dupage,11,1,1,0,0,NA,NA
anne sullivan elem school,700 N Schoenbeck Rd,Prospect Heights,60070 1231,Cook,09,1,1,0,0,NA,NA
annette officer elementary,558 N 27th St,East Saint Louis,62205 2316,Saint Clair,13,1,NA,0,0,NA,NA
annie jo gordon comm learning cntr,2727 W Krause Ave,Peoria,61605 2906,Peoria,17,1,1,0,0,NA,NA
antioch comm high school,1133 Main St,Antioch,60002 1807,Lake,10,1,NA,0,0,NA,NA
antioch upper grade school,800 Highview Dr,Antioch,60002 1141,Lake,10,1,1,0,0,NA,NA
aplington middle school,610 E Mason St,Polo,61064 1532,Ogle,16,1,1,0,0,NA,NA
apollo elem school,10100 Dee Rd,Des Plaines,60016 1512,Cook,05,1,1,0,0,NA,NA
apollo elem school,801 SW 9th St,Aledo,61231 2316,Mercer,15,1,1,0,0,NA,NA
aptakisic junior high school,1231 Weiland Rd,Buffalo Grove,60089 7040,Lake,10,1,1,0,0,NA,NA
arbor academy,754 Red Oak Ln,Highland Park,60035 3816,Lake,10,1,NA,0,0,NA,NA
arbor elementary school,17303 Central Ave,Oak Forest,60452 4920,Cook,01,1,NA,0,0,NA,NA
arbor park middle school,17303 Central Ave,Oak Forest,60452 4920,Cook,01,1,NA,0,0,NA,NA
arbor view elem school,22W430 Ironwood Dr,Glen Ellyn,60137 7316,Dupage,06,1,NA,0,0,NA,NA
arbury hills elem school,19651 Beechnut Dr,Mokena,60448 9333,Will,NA,1,1,0,0,NA,NA
arc,409 Hardin Ave Fl 3,Jacksonville,62650,N/A,NA,0,NA,0,0,NA,NA
arcadia elem school,20519 Arcadian Dr,Olympia Fields,60461 1396,Cook,02,1,1,0,0,NA,NA
arcola elementary school,351 W Washington St,Arcola,61910 1120,Douglas,15,1,1,0,0,NA,NA
arcola high school,351 W Washington St,Arcola,61910 1120,Douglas,15,1,1,0,0,NA,NA
ardmore elem school,644 S Ardmore Ave,Addison,60101 4802,Dupage,06,1,NA,0,0,NA,NA
ardmore elem school,225 S Harvard Ave,Villa Park,60181 2513,Dupage,06,1,1,1,1,1,1
argenta oreana elementary school,400 W South St,Oreana,62554 9774,Macon,13,1,1,1,1,1,1
argenta oreana high school,500 N Main St,Argenta,62501 0469,Macon,15,1,1,0,0,NA,NA
argenta oreana middle school,200 E East St,Argenta,62501 0439,Macon,15,1,1,0,0,NA,NA
argo community high school,7329 W 63rd St,Summit,60501 1817,Cook,04,1,NA,0,0,NA,NA
ariel elem community academy,1119 E 46th St,Chicago,60653 4403,Cook,02,1,1,3,1,3,1
arland d williams jr elem sch,1709 S 9th St,Mattoon,61938 6000,Coles,15,1,1,1,1,1,1
arlene welch elementary school,2620 Leverenz Rd,Naperville,60564 4723,Dupage,14,1,1,0,0,NA,NA
armour elem school,950 W 33rd Pl,Chicago,60608 6712,Cook,04,1,1,0,0,NA,NA
armstrong g elem intl studies,2110 W Greenleaf Ave,Chicago,60645 3620,Cook,09,1,1,4,1,4,1
armstrong high school,30474 Smith,Armstrong,61812 0037,Vermilion,02,1,NA,0,0,NA,NA
armstrong ellis elem school,3571 Gifford Ave,Armstrong,61812 0007,Vermilion,02,1,NA,0,0,NA,NA
armstrong oakview elem school,1848 Highview Rd,East Peoria,61611 1419,Tazewell,16,1,NA,0,0,NA,NA
army trail elem school,346 W Army Trail Blvd,Addison,60101 3402,Dupage,03,1,1,0,0,NA,NA
arnett c lines elem school,217 Eastern Ave,Barrington,60010 4627,Lake,05,1,1,0,0,NA,NA
arnold j tyler school,511 E Illinois Hwy,New Lenox,60451 2781,Will,01,1,1,0,0,NA,NA
arnold w kruse ed center,7617 Hemlock Dr,Orland Park,60462 4253,Cook,06,1,NA,0,0,NA,NA
art in motion charter school,7415 S East End Ave,Chicago,60649,Cook,01,1,1,7,1,4,0.571428571428571
arthur froberg elem school,4555 20th St,Rockford,61109 3135,Winnebago,17,1,NA,0,0,NA,NA
arthur grade school,126 E Lincoln St,Arthur,61911 1318,Douglas,15,1,NA,0,0,NA,NA
arthur lovington atwood hammond high school,301 E Columbia St,Arthur,61911 1403,Douglas,15,1,NA,0,0,NA,NA
ashburn community elem school,8300 S Saint Louis Ave,Chicago,60652 3224,Cook,01,1,1,0,0,NA,NA
ashe elem school,8505 S Ingleside Ave,Chicago,60619 6390,Cook,01,1,1,1,1,1,1
ashkum early literacy center,203 N Third St,Ashkum,60911 0158,Iroquois,02,1,1,0,0,NA,NA
ashley com consolidated school,450 N Third St,Ashley,62808 1259,Washington,12,1,NA,0,0,NA,NA
ashmore elem school,313 S Ohio St,Ashmore,61912 0219,Coles,12,1,NA,0,0,NA,NA
ashton franklin center elem sch,217 S Elm St,Franklin Grove,61031 9712,Lee,16,1,1,0,0,NA,NA
ashton franklin center hs,611 Western Ave,Ashton,61006 9445,Lee,16,1,1,0,0,NA,NA
asian human services passage chrtr,1643 W Bryn Mawr Ave,Chicago,60660 4106,Cook,09,1,1,0,0,NA,NA
aspira charter business and finance hs,2989 N Milwaukee Ave,Chicago,60618 7347,Cook,03,1,1,3,1,3,1
aspira charter early college prep hs,3986 W Barry Ave,Chicago,60618 6524,Cook,03,1,1,0,0,NA,NA
aspira charter haugan campus,3729 W Leland Ave,Chicago,60625 5706,Cook,03,1,1,0,0,NA,NA
aspire alternative high school,1901 S 4Th St Ste 215,Effingham,62401 4188,N/A,NA,1,NA,0,0,NA,NA
aspire education center,3600 Avenue Of The Cities,Moline,61265 4421,Rock Island,NA,0,NA,0,0,NA,NA
assist rssp 12,407 S Whittle Ave,Olney,62450 2262,N/A,NA,0,NA,0,0,NA,NA
assist taoep 12,407 S Whittle Ave,Olney,62450 2262,N/A,NA,0,NA,0,0,NA,NA
astoria elem school,402 N Jefferson St,Astoria,61501 8670,Fulton,15,1,NA,0,0,NA,NA
astoria high school,402 N Jefferson St,Astoria,61501 8670,Fulton,15,1,NA,0,0,NA,NA
astoria junior high school,402 N Jefferson St,Astoria,61501 8670,Fulton,15,1,NA,0,0,NA,NA
athens junior high school,501 Warrior Way,Athens,62613 9473,Menard,15,1,1,0,0,NA,NA
athens sr high school,501 Warrior Way,Athens,62613 9473,Menard,15,1,1,0,0,NA,NA
attea middle school,2500 Chestnut Ave,Glenview,60026 7785,Cook,09,1,1,0,0,NA,NA
atwood hammond grade school,316 N Illinois St,Atwood,61913 7201,Douglas,15,1,NA,0,0,NA,NA
auburn elem school,445 N 5th St,Auburn,62615 1157,Sangamon,13,1,NA,0,0,NA,NA
auburn high school,511 N 7th St,Auburn,62615 1162,Sangamon,13,1,1,0,0,NA,NA
auburn high school,5110 Auburn St,Rockford,61101 2402,Winnebago,17,1,NA,0,0,NA,NA
auburn jr high at divernon,303 E Kenney St,Divernon,62530 9080,Sangamon,13,1,1,0,0,NA,NA
auburn middle school,601 N 7th St,Auburn,62615 9343,Sangamon,13,1,1,0,0,NA,NA
audubon elem school,3500 N Hoyne Ave,Chicago,60618 6112,Cook,05,1,1,2,1,1,0.5
austin college and career academy high school,231 N Pine Ave,Chicago,60644 2333,Cook,07,1,1,0,0,NA,NA
autumn creek elem sch,2377 Autumn Creek Blvd,Yorkville,60560 3071,Kendall,14,1,NA,0,0,NA,NA
aux sable,1004 Misty Creek Dr,Minooka,60447 4200,Grundy,16,1,1,0,0,NA,NA
aux sable middle sch,2001 Wildspring Pkwy,Joliet,60431 8897,Will,14,1,1,9,1,8,0.888888888888889
avalon park elem school,8045 S Kenwood Ave,Chicago,60619 3494,Cook,01,1,1,0,0,NA,NA
avis huff student support services center,369 N 5th Ave,Kankakee,60901 3574,Kankakee,02,0,NA,0,0,NA,NA
aviston elem school,350 S Hull St,Aviston,62216 3407,Clinton,12,1,NA,0,0,NA,NA
avoca west elem school,235 Beech Dr,Glenview,60025 3274,Cook,09,1,NA,0,0,NA,NA
avon center elem school,1617 IL Route 83,Round Lake Beach,60073 5102,Lake,10,1,NA,0,0,NA,NA
avon elem sch,320 E Woods St,Avon,61415 9423,Knox,17,1,1,0,0,NA,NA
avondale logandale elementary school,3212 W George St,Chicago,60618 7529,Cook,03,1,1,1,1,0,0
azuela elem school,4707 W Marquette Rd,Chicago,60629 5641,Cook,04,1,1,2,1,2,1
b j hooper elem school,2400 E Sand Lake Rd,Lindenhurst,60046 9677,Lake,10,1,NA,0,0,NA,NA
back of the yards ib hs,2111 W 47th St,Chicago,60609 4011,Cook,04,1,1,0,0,NA,NA
ball elementary school,1015 New City Rd,Chatham,62629 8005,Sangamon,13,1,1,0,0,NA,NA
balmoral elem sch,1124 W New Monee Rd,Crete,60417 4072,Will,02,1,1,0,0,NA,NA
banner elementary school,12610 N Allen Rd,Dunlap,61525 9415,Peoria,16,1,1,1,1,1,1
bannockburn school,2165 Telegraph Rd,Bannockburn,60015 1531,Lake,10,1,1,0,0,NA,NA
barack h obama learning academy,16448 S Park Ave,Markham,60428,Cook,02,1,1,0,0,NA,NA
barack obama sch of leadership and stem,401 Concord Dr,Chicago Heights,60411 3916,Cook,02,1,NA,0,0,NA,NA
barbara a sizemore campus,6547 S Stewart Ave,Chicago,60621 3184,Cook,NA,1,NA,0,0,NA,NA
barbara b rose elem school,61 W Penny Rd,South Barrington,60010 9127,Lake,08,1,1,0,0,NA,NA
barbour two way lang immersion,1506 Clover Ave,Rockford,61102 3100,Winnebago,17,1,NA,0,0,NA,NA
barnard elem comp math and sci ctr,10354 S Charles St,Chicago,60643 2998,Cook,01,1,1,0,0,NA,NA
barnsdale road school,920 Barnsdale Rd,La Grange Park,60526 1609,Cook,04,1,NA,0,0,NA,NA
barrington early learning center,40 E Dundee Rd,Barrington,60010 5227,Lake,06,1,1,0,0,NA,NA
barrington high school,616 W Main St,Barrington,60010 3015,Lake,05,1,1,0,0,NA,NA
barrington mdle sch prairie cmps,40 E Dundee Rd,Barrington,60010 5227,Lake,05,1,1,0,0,NA,NA
barrington middle sch station,215 Eastern Ave,Barrington,60010 4627,Lake,05,1,1,0,0,NA,NA
barry elem school,2828 N Kilbourn Ave,Chicago,60641 5381,Cook,03,1,1,0,0,NA,NA
bartelso elem school,306 S Washington St,Bartelso,62218 0267,Clinton,12,1,NA,0,0,NA,NA
bartlett elem school,111 E North Ave,Bartlett,60103 4272,Kane,03,1,NA,0,0,NA,NA
bartlett high school,701 W Schick Rd,Bartlett,60103 3046,Kane,03,1,NA,0,0,NA,NA
barton elem school,7650 S Wolcott Ave,Chicago,60620 5227,Cook,01,1,1,0,0,NA,NA
bartonville elem school,6000 S Adams St,Bartonville,61607 2580,Peoria,17,1,NA,0,0,NA,NA
bass elem school,1140 W 66th St,Chicago,60621 1240,Cook,07,1,1,1,1,1,1
batavia sr high school,1201 Main St,Batavia,60510 1607,Kane,11,1,1,1,1,0,0
bateman elem school,4220 N Richmond St,Chicago,60618 2616,Cook,03,1,1,1,1,0,0
beach park middle school,40667 N Green Bay Rd,Beach Park,60099 9550,Lake,10,1,NA,0,0,NA,NA
beard elem school,6445 W Strong St,Chicago,60656 4011,Cook,05,1,1,1,1,1,1
beardstown jr sr high school,500 E 15th St,Beardstown,62618 2052,Cass,15,1,NA,0,0,NA,NA
beasley elem magnet academic ctr,5255 S State St,Chicago,60609 6303,Cook,07,1,1,1,1,1,1
beaubien elem school,5025 N Laramie Ave,Chicago,60630 2326,Cook,05,1,1,3,1,2,0.666666666666667
beckemeyer elem school,110 4th St,Beckemeyer,62219 0307,Clinton,12,1,NA,0,0,NA,NA
beckemeyer elem school,1035 Seymour Ave,Hillsboro,62049 1060,Montgomery,15,1,NA,0,0,NA,NA
bednarcik junior high school,3025 Heggs Rd,Aurora,60503 6407,Kendall,14,1,1,3,1,2,0.666666666666667
beebe elem school,110 E 11th Ave,Naperville,60563 2704,Dupage,11,1,1,0,0,NA,NA
beecher city grade school,304 E Vine,Beecher City,62414 0098,Effingham,12,1,NA,0,0,NA,NA
beecher city jr sr high school,438 E State Highway 33,Beecher City,62414 2219,Effingham,12,1,NA,0,0,NA,NA
beecher elem school,629 Penfield St,Beecher,60401 0308,Will,02,1,1,0,0,NA,NA
beecher high school,538 Miller St,Beecher,60401 0338,Will,02,1,1,0,0,NA,NA
beecher junior high school,101 E Church Rd,Beecher,60401 3633,Will,02,1,1,0,0,NA,NA
beethoven elem school,25 W 47th St,Chicago,60609 4627,Cook,07,1,1,0,0,NA,NA
behavior disorder program coop,400 N Galena St,Tiskilwa,61368 9470,Bureau,16,0,NA,0,0,NA,NA
beidler elem school,3151 W Walnut St,Chicago,60612 1836,Cook,07,1,1,0,0,NA,NA
belding elem school,4257 N Tripp Ave,Chicago,60641 2042,Cook,05,1,1,0,0,NA,NA
bell elem school,3730 N Oakley Ave,Chicago,60618 4813,Cook,05,1,1,1,1,1,1
bell graham elementary school,4N505 Fox Mill Blvd,Saint Charles,60175 7763,Kane,11,1,NA,0,0,NA,NA
belle aire elem school,3935 Belle Aire Ln,Downers Grove,60515 1926,Dupage,06,1,1,0,0,NA,NA
belle alexander elem school,1401 Lake St,Kewanee,61443 1649,Henry,17,1,1,1,1,1,1
belle valley school,2465 Amann Dr,Belleville,62220 3463,Saint Clair,13,1,1,0,0,NA,NA
belleville high school east,2555 West Blvd,Belleville,62221 5525,Saint Clair,13,1,1,14,1,8,0.571428571428571
belleville high school west,4063 Frank Scott Pkwy W,Belleville,62223 6802,Saint Clair,12,1,1,17,1,14,0.823529411764706
belleville twp hs night alt sch,4063 Frank Scott Pkwy W,Belleville,62223 6802,Saint Clair,12,1,NA,0,0,NA,NA
belmont cragin elem school,6112 W Fullerton Ave,Chicago,60639,Cook,03,1,1,8,1,5,0.625
belvidere central middle school,8787 Beloit Rd,Belvidere,61008 1701,Boone,11,1,1,0,0,NA,NA
belvidere high school,1500 East Ave,Belvidere,61008 4563,Boone,11,1,NA,0,0,NA,NA
belvidere north high sch,9393 Beloit Rd,Belvidere,61008 9735,Boone,11,1,NA,0,0,NA,NA
belvidere south middle school,919 E 6th St,Belvidere,61008 4500,Boone,11,1,1,0,0,NA,NA
bement elementary school,201 S Champaign St,Bement,61813 1512,Piatt,13,1,1,0,0,NA,NA
bement high school,201 S Champaign St,Bement,61813 1512,Piatt,13,1,1,0,0,NA,NA
bement middle school,201 S Champaign St,Bement,61813 1512,Piatt,13,1,1,0,0,NA,NA
ben gil elementary school,340 Kelly St,Gillespie,62033 1476,Macoupin,13,1,NA,0,0,NA,NA
benavides steam academy,250 E Indian Trl,Aurora,60505 1733,Kane,11,1,NA,0,0,NA,NA
benjamin elem school,6006 Ireland Grove Rd,Bloomington,61705 8500,McLean,16,1,NA,0,0,NA,NA
benjamin franklin elem school,350 Bryant Ave,Glen Ellyn,60137 5256,Dupage,06,1,1,0,0,NA,NA
benjamin franklin elem school,5312 11th Avenue C,Moline,61265 2823,Rock Island,17,1,NA,0,0,NA,NA
benjamin franklin middle school,1200 Outer Park Dr,Springfield,62704 4409,Sangamon,13,1,1,5,1,2,0.4
benjamin middle school,28W300 Saint Charles Rd,West Chicago,60185 1454,Dupage,03,1,1,2,1,2,1
